id,usuario,comentario,categoria,sentimiento,puede_votar,cuenta_verificada,dias_cuenta,voto
268,@user_0268,quién sí puede votar entonces pls,neutro_pregunta,neutro,1,1,91,a_favor_de_restringir
269,@user_0269,limitar el voto es necesario en este foro,a_favor_restriccion,positivo,0,0,1,sin_permiso
270,@user_0270,si no todos pueden votar para qué preguntan pls,en_contra_restriccion,negativo,1,1,1148,abrir_voto_a_todos
271,@user_0271,está bien que no todos puedan votar así evitan bots,a_favor_restriccion,positivo,1,1,968,a_favor_de_restringir
272,@user_0272,quitar la restricción ya,en_contra_restriccion,negativo,0,0,1,sin_permiso
273,@user_0273,yo pago inscripción y no puedo votar absurdo,en_contra_restriccion,negativo,1,1,1027,abrir_voto_a_todos
274,@user_0274,no es justo que no todos puedan votar.,queja,negativo,0,0,1,sin_permiso
275,@user_0275,quitar la restricción ya!,en_contra_restriccion,negativo,1,1,642,abrir_voto_a_todos
276,@user_0276,puedo recuperar el permiso de voto,neutro_pregunta,neutro,1,0,408,a_favor_de_restringir
277,@user_0277,aparece el mensaje: no tienes permiso para votar...,queja,negativo,0,0,17,sin_permiso
278,@user_0278,qué requisitos hay para poder votar.,neutro_pregunta,neutro,1,0,604,abstencion
279,@user_0279,para votar necesitas más de 30 días de antigüedad...,explica_regla,neutro,1,1,814,abrir_voto_a_todos
280,@user_0280,solo alumnos activos del semestre pueden votar.,explica_regla,neutro,0,0,16,sin_permiso
281,@user_0281,las cuentas nuevas no pueden votar por seguridad pls,explica_regla,neutro,1,1,1097,abstencion
282,@user_0282,las cuentas nuevas no pueden votar por seguridad pls,explica_regla,neutro,0,0,1,sin_permiso
283,@user_0283,no es justo que no todos puedan votar.,queja,negativo,0,0,1,sin_permiso
284,@user_0284,excluir gente del voto es antidemocrático #encuesta,en_contra_restriccion,negativo,0,0,12,sin_permiso
285,@user_0285,excluir gente del voto es antidemocrático,en_contra_restriccion,negativo,1,1,1015,abstencion
286,@user_0286,puedo recuperar el permiso de voto!,neutro_pregunta,neutro,0,0,1,sin_permiso
287,@user_0287,excluir gente del voto es antidemocrático...,en_contra_restriccion,negativo,1,0,1309,abrir_voto_a_todos
288,@user_0288,solo alumnos activos del semestre pueden votar...,explica_regla,neutro,0,0,7,sin_permiso
289,@user_0289,la restricción de voto protege el resultado #voto,a_favor_restriccion,positivo,1,1,580,a_favor_de_restringir
290,@user_0290,aparece el mensaje: no tienes permiso para votar #encuesta,queja,negativo,0,0,25,sin_permiso
291,@user_0291,el reglamento dice: no todos pueden votar #encuesta,explica_regla,neutro,1,1,1304,abstencion
292,@user_0292,las cuentas nuevas no pueden votar por seguridad??,explica_regla,neutro,1,1,757,abrir_voto_a_todos
293,@user_0293,está bien que no todos puedan votar así evitan bots #voto,a_favor_restriccion,positivo,1,1,1598,a_favor_de_restringir
294,@user_0294,aparece el mensaje: no tienes permiso para votar??,queja,negativo,0,0,20,sin_permiso
295,@user_0295,sin filtro de voto gana quien tenga más bots,a_favor_restriccion,positivo,1,1,737,a_favor_de_restringir
296,@user_0296,limitar el voto es necesario en este foro!,a_favor_restriccion,positivo,1,1,588,abstencion
297,@user_0297,hay una lista de quiénes sí votan,neutro_pregunta,neutro,1,1,745,a_favor_de_restringir
298,@user_0298,quiero votar y la plataforma me bloquea,queja,negativo,0,0,22,sin_permiso
299,@user_0299,alguien sabe por qué no todos pueden votar!,neutro_pregunta,neutro,1,0,1005,abstencion
300,@user_0300,me sale error 403 al intentar votar!,queja,negativo,0,0,23,sin_permiso
301,@user_0301,sin filtro de voto gana quien tenga más bots!,a_favor_restriccion,positivo,1,1,179,a_favor_de_restringir
302,@user_0302,cuántos días de cuenta necesito para votar...,neutro_pregunta,neutro,0,0,6,sin_permiso
303,@user_0303,me sale error 403 al intentar votar.,queja,negativo,0,0,12,sin_permiso
304,@user_0304,la regla de no todos pueden votar discrimina pls,en_contra_restriccion,negativo,0,0,6,sin_permiso
305,@user_0305,para votar necesitas más de 30 días de antigüedad.,explica_regla,neutro,1,1,872,abstencion
306,@user_0306,alguien sabe por qué no todos pueden votar #encuesta,neutro_pregunta,neutro,0,0,6,sin_permiso
307,@user_0307,la regla de no todos pueden votar discrimina,en_contra_restriccion,negativo,1,0,131,abrir_voto_a_todos
308,@user_0308,llevo poco tiempo registrado y no me deja votar #voto,queja,negativo,0,0,12,sin_permiso
309,@user_0309,qué requisitos hay para poder votar??,neutro_pregunta,neutro,0,0,1,sin_permiso
310,@user_0310,si eres sospechoso de bot no te dejan votar...,explica_regla,neutro,0,0,12,sin_permiso
311,@user_0311,si eres sospechoso de bot no te dejan votar #encuesta,explica_regla,neutro,1,1,850,abstencion
312,@user_0312,está bien que no todos puedan votar así evitan bots!,a_favor_restriccion,positivo,1,0,572,abstencion
313,@user_0313,limitar el voto es necesario en este foro,a_favor_restriccion,positivo,1,1,722,abstencion
314,@user_0314,el botón de votar está gris qué significa!,neutro_pregunta,neutro,1,1,1061,abstencion
315,@user_0315,todos los alumnos deberían poder votar...,en_contra_restriccion,negativo,0,0,3,sin_permiso
316,@user_0316,aparece el mensaje: no tienes permiso para votar...,queja,negativo,0,0,6,sin_permiso
317,@user_0317,llevo poco tiempo registrado y no me deja votar??,queja,negativo,0,0,1,sin_permiso
318,@user_0318,excluir gente del voto es antidemocrático.,en_contra_restriccion,negativo,0,0,19,sin_permiso
319,@user_0319,quitar la restricción ya.,en_contra_restriccion,negativo,1,1,1237,abstencion
320,@user_0320,dónde veo si mi cuenta puede votar,neutro_pregunta,neutro,1,1,922,a_favor_de_restringir
321,@user_0321,todos los alumnos deberían poder votar??,en_contra_restriccion,negativo,1,1,683,abrir_voto_a_todos
322,@user_0322,staff y alumnos verificados sí pueden votar #encuesta,explica_regla,neutro,1,1,498,abrir_voto_a_todos
323,@user_0323,hay que tener correo institucional para votar pls,explica_regla,neutro,0,0,10,sin_permiso
324,@user_0324,no es justo que no todos puedan votar...,queja,negativo,0,0,10,sin_permiso
325,@user_0325,si no todos pueden votar la encuesta no es válida,queja,negativo,0,0,12,sin_permiso
326,@user_0326,por qué no todos pueden votar en esta encuesta #voto,queja,negativo,0,0,1,sin_permiso
327,@user_0327,llevo poco tiempo registrado y no me deja votar pls,queja,negativo,0,0,14,sin_permiso
328,@user_0328,hay una lista de quiénes sí votan...,neutro_pregunta,neutro,0,0,5,sin_permiso
329,@user_0329,solo alumnos activos del semestre pueden votar??,explica_regla,neutro,0,0,15,sin_permiso
330,@user_0330,intenté votar tres veces y me rechaza??,queja,negativo,0,0,3,sin_permiso
331,@user_0331,aparece el mensaje: no tienes permiso para votar!,queja,negativo,0,0,13,sin_permiso
332,@user_0332,solo alumnos activos del semestre pueden votar pls,explica_regla,neutro,1,1,1333,a_favor_de_restringir
333,@user_0333,quitar la restricción ya pls,en_contra_restriccion,negativo,1,1,767,abrir_voto_a_todos
334,@user_0334,llevo poco tiempo registrado y no me deja votar...,queja,negativo,0,0,5,sin_permiso
335,@user_0335,si dejan votar a cualquiera manipulan la encuesta!,a_favor_restriccion,positivo,1,0,531,abstencion
336,@user_0336,yo pago inscripción y no puedo votar absurdo!,en_contra_restriccion,negativo,0,0,7,sin_permiso
337,@user_0337,dice que mi cuenta no tiene permiso para votar??,queja,negativo,0,0,20,sin_permiso
338,@user_0338,llevo poco tiempo registrado y no me deja votar,queja,negativo,0,0,9,sin_permiso
339,@user_0339,si no todos pueden votar para qué preguntan pls,en_contra_restriccion,negativo,0,0,3,sin_permiso
340,@user_0340,no es justo que no todos puedan votar pls,queja,negativo,0,0,15,sin_permiso
341,@user_0341,dónde veo si mi cuenta puede votar pls,neutro_pregunta,neutro,1,1,773,abstencion
342,@user_0342,cuántos días de cuenta necesito para votar.,neutro_pregunta,neutro,0,0,22,sin_permiso
343,@user_0343,por qué no todos pueden votar en esta encuesta #encuesta,queja,negativo,0,0,3,sin_permiso
344,@user_0344,todos los alumnos deberían poder votar pls,en_contra_restriccion,negativo,1,1,567,abrir_voto_a_todos
345,@user_0345,abrir el voto a todos haría más legítima la encuesta??,en_contra_restriccion,negativo,1,0,975,abrir_voto_a_todos
346,@user_0346,intenté votar tres veces y me rechaza.,queja,negativo,0,0,8,sin_permiso
347,@user_0347,el reglamento dice: no todos pueden votar.,explica_regla,neutro,1,1,581,abstencion
348,@user_0348,aparece el mensaje: no tienes permiso para votar!,queja,negativo,0,0,6,sin_permiso
349,@user_0349,limitar el voto es necesario en este foro...,a_favor_restriccion,positivo,1,1,1101,a_favor_de_restringir
350,@user_0350,si eres sospechoso de bot no te dejan votar #encuesta,explica_regla,neutro,0,0,1,sin_permiso
351,@user_0351,quién sí puede votar entonces.,neutro_pregunta,neutro,0,0,6,sin_permiso
352,@user_0352,concuerdo: no todos deben poder votar aquí.,a_favor_restriccion,positivo,0,0,5,sin_permiso
353,@user_0353,si no todos pueden votar la encuesta no es válida #encuesta,queja,negativo,0,0,2,sin_permiso
354,@user_0354,está bien que no todos puedan votar así evitan bots #voto,a_favor_restriccion,positivo,0,0,24,sin_permiso
355,@user_0355,dice que mi cuenta no tiene permiso para votar,queja,negativo,0,0,5,sin_permiso
356,@user_0356,dice que mi cuenta no tiene permiso para votar,queja,negativo,0,0,6,sin_permiso
357,@user_0357,por qué no todos pueden votar en esta encuesta,queja,negativo,0,0,12,sin_permiso
358,@user_0358,la restricción de voto protege el resultado #voto,a_favor_restriccion,positivo,1,1,360,abstencion
359,@user_0359,puedo recuperar el permiso de voto #voto,neutro_pregunta,neutro,1,0,722,abrir_voto_a_todos
360,@user_0360,llevo poco tiempo registrado y no me deja votar,queja,negativo,0,0,13,sin_permiso
361,@user_0361,para votar necesitas más de 30 días de antigüedad,explica_regla,neutro,0,0,11,sin_permiso
362,@user_0362,el reglamento dice: no todos pueden votar #voto,explica_regla,neutro,1,1,266,abstencion
363,@user_0363,si eres sospechoso de bot no te dejan votar...,explica_regla,neutro,0,0,14,sin_permiso
364,@user_0364,la restricción de voto protege el resultado pls,a_favor_restriccion,positivo,1,1,7,a_favor_de_restringir
365,@user_0365,qué requisitos hay para poder votar,neutro_pregunta,neutro,0,0,4,sin_permiso
366,@user_0366,hay que tener correo institucional para votar,explica_regla,neutro,1,1,779,abrir_voto_a_todos
367,@user_0367,aparece el mensaje: no tienes permiso para votar!,queja,negativo,0,0,7,sin_permiso
368,@user_0368,si no todos pueden votar para qué preguntan,en_contra_restriccion,negativo,1,1,1006,abrir_voto_a_todos
369,@user_0369,la restricción de voto protege el resultado,a_favor_restriccion,positivo,1,0,586,a_favor_de_restringir
370,@user_0370,solo cuentas verificadas pueden votar.,explica_regla,neutro,1,1,862,abrir_voto_a_todos
371,@user_0371,mejor pocos votos reales que mil votos falsos!,a_favor_restriccion,positivo,1,1,1603,a_favor_de_restringir
372,@user_0372,me sale error 403 al intentar votar,queja,negativo,0,0,21,sin_permiso
373,@user_0373,si eres sospechoso de bot no te dejan votar.,explica_regla,neutro,0,0,8,sin_permiso
374,@user_0374,quiero votar y la plataforma me bloquea #encuesta,queja,negativo,0,0,17,sin_permiso
375,@user_0375,si eres sospechoso de bot no te dejan votar...,explica_regla,neutro,1,1,443,abrir_voto_a_todos
376,@user_0376,me sale error 403 al intentar votar pls,queja,negativo,0,0,15,sin_permiso
377,@user_0377,alguien sabe por qué no todos pueden votar.,neutro_pregunta,neutro,1,0,877,abstencion
378,@user_0378,para votar necesitas más de 30 días de antigüedad.,explica_regla,neutro,1,1,911,abrir_voto_a_todos
379,@user_0379,soy alumno y aun asi no puedo emitir voto??,queja,negativo,0,0,19,sin_permiso
380,@user_0380,abrir el voto a todos haría más legítima la encuesta,en_contra_restriccion,negativo,0,0,1,sin_permiso
381,@user_0381,concuerdo: no todos deben poder votar aquí...,a_favor_restriccion,positivo,1,0,471,a_favor_de_restringir
382,@user_0382,dice que mi cuenta no tiene permiso para votar pls,queja,negativo,0,0,7,sin_permiso
383,@user_0383,hay que tener correo institucional para votar.,explica_regla,neutro,1,1,1497,a_favor_de_restringir
384,@user_0384,puedo recuperar el permiso de voto #voto,neutro_pregunta,neutro,1,1,1340,abstencion
385,@user_0385,la restricción de voto protege el resultado #encuesta,a_favor_restriccion,positivo,1,1,1224,a_favor_de_restringir
386,@user_0386,el reglamento dice: no todos pueden votar??,explica_regla,neutro,1,1,174,abstencion
387,@user_0387,llevo poco tiempo registrado y no me deja votar pls,queja,negativo,0,0,1,sin_permiso
388,@user_0388,excluir gente del voto es antidemocrático #encuesta,en_contra_restriccion,negativo,1,1,652,abrir_voto_a_todos
389,@user_0389,dice que mi cuenta no tiene permiso para votar...,queja,negativo,0,0,6,sin_permiso
390,@user_0390,staff y alumnos verificados sí pueden votar...,explica_regla,neutro,1,1,362,a_favor_de_restringir
391,@user_0391,hay que tener correo institucional para votar #encuesta,explica_regla,neutro,1,1,580,a_favor_de_restringir
392,@user_0392,sin verificación de identidad no hay voto,explica_regla,neutro,0,0,11,sin_permiso
393,@user_0393,alguien sabe por qué no todos pueden votar,neutro_pregunta,neutro,1,0,1225,abrir_voto_a_todos
394,@user_0394,concuerdo: no todos deben poder votar aquí pls,a_favor_restriccion,positivo,1,0,848,abstencion
395,@user_0395,dice que mi cuenta no tiene permiso para votar!,queja,negativo,0,0,1,sin_permiso
396,@user_0396,quitar la restricción ya.,en_contra_restriccion,negativo,1,1,569,abstencion
397,@user_0397,dónde veo si mi cuenta puede votar #voto,neutro_pregunta,neutro,1,1,1213,abstencion
398,@user_0398,quitar la restricción ya!,en_contra_restriccion,negativo,1,1,851,abstencion
399,@user_0399,si no todos pueden votar la encuesta no es válida!,queja,negativo,0,0,8,sin_permiso
400,@user_0400,sin verificación de identidad no hay voto??,explica_regla,neutro,1,1,1526,abstencion
401,@user_0401,quiero votar y la plataforma me bloquea pls,queja,negativo,0,0,1,sin_permiso
402,@user_0402,soy alumno y aun asi no puedo emitir voto pls,queja,negativo,0,0,7,sin_permiso
403,@user_0403,solo cuentas verificadas pueden votar pls,explica_regla,neutro,1,0,874,abrir_voto_a_todos
404,@user_0404,abrir el voto a todos haría más legítima la encuesta,en_contra_restriccion,negativo,1,1,1495,abrir_voto_a_todos
405,@user_0405,hay una lista de quiénes sí votan,neutro_pregunta,neutro,1,1,801,abstencion
406,@user_0406,dice que mi cuenta no tiene permiso para votar??,queja,negativo,0,0,8,sin_permiso
407,@user_0407,staff y alumnos verificados sí pueden votar,explica_regla,neutro,1,0,883,a_favor_de_restringir
408,@user_0408,intenté votar tres veces y me rechaza??,queja,negativo,0,0,8,sin_permiso
409,@user_0409,esto silencia a los de nuevo ingreso??,en_contra_restriccion,negativo,1,1,1020,abrir_voto_a_todos
410,@user_0410,si no todos pueden votar la encuesta no es válida,queja,negativo,0,0,13,sin_permiso
411,@user_0411,la regla de no todos pueden votar discrimina??,en_contra_restriccion,negativo,1,1,456,abrir_voto_a_todos
412,@user_0412,si no todos pueden votar la encuesta no es válida.,queja,negativo,0,0,22,sin_permiso
413,@user_0413,si no todos pueden votar para qué preguntan.,en_contra_restriccion,negativo,0,0,16,sin_permiso
414,@user_0414,alguien sabe por qué no todos pueden votar.,neutro_pregunta,neutro,1,1,426,abstencion
415,@user_0415,si no todos pueden votar para qué preguntan,en_contra_restriccion,negativo,0,0,1,sin_permiso
416,@user_0416,quitar la restricción ya #encuesta,en_contra_restriccion,negativo,0,0,8,sin_permiso
417,@user_0417,apoyo que solo voten cuentas verificadas??,a_favor_restriccion,positivo,1,1,775,abstencion
418,@user_0418,no es justo que no todos puedan votar??,queja,negativo,0,0,16,sin_permiso
419,@user_0419,quitar la restricción ya #encuesta,en_contra_restriccion,negativo,0,0,21,sin_permiso
420,@user_0420,mejor pocos votos reales que mil votos falsos!,a_favor_restriccion,positivo,1,1,485,a_favor_de_restringir
421,@user_0421,llevo poco tiempo registrado y no me deja votar #encuesta,queja,negativo,0,0,22,sin_permiso
422,@user_0422,qué requisitos hay para poder votar,neutro_pregunta,neutro,1,1,876,a_favor_de_restringir
423,@user_0423,dice que mi cuenta no tiene permiso para votar #voto,queja,negativo,0,0,16,sin_permiso
424,@user_0424,qué requisitos hay para poder votar pls,neutro_pregunta,neutro,1,1,200,abstencion
425,@user_0425,qué requisitos hay para poder votar #voto,neutro_pregunta,neutro,1,1,1171,a_favor_de_restringir
426,@user_0426,concuerdo: no todos deben poder votar aquí #voto,a_favor_restriccion,positivo,0,0,13,sin_permiso
427,@user_0427,me sale error 403 al intentar votar pls,queja,negativo,0,0,12,sin_permiso
428,@user_0428,la regla de no todos pueden votar discrimina??,en_contra_restriccion,negativo,1,1,720,abrir_voto_a_todos
429,@user_0429,sin filtro de voto gana quien tenga más bots.,a_favor_restriccion,positivo,1,0,1167,a_favor_de_restringir
430,@user_0430,quitar la restricción ya,en_contra_restriccion,negativo,1,1,332,abstencion
431,@user_0431,para votar necesitas más de 30 días de antigüedad,explica_regla,neutro,1,1,469,abstencion
432,@user_0432,para votar necesitas más de 30 días de antigüedad #voto,explica_regla,neutro,1,1,930,abrir_voto_a_todos
433,@user_0433,moderación bloquea votos de cuentas recién creadas.,explica_regla,neutro,0,0,12,sin_permiso
434,@user_0434,si no todos pueden votar la encuesta no es válida #voto,queja,negativo,0,0,13,sin_permiso
435,@user_0435,excluir gente del voto es antidemocrático,en_contra_restriccion,negativo,0,0,4,sin_permiso
436,@user_0436,si eres sospechoso de bot no te dejan votar,explica_regla,neutro,0,0,4,sin_permiso
437,@user_0437,por qué no todos pueden votar en esta encuesta #encuesta,queja,negativo,0,0,18,sin_permiso
438,@user_0438,puedo recuperar el permiso de voto pls,neutro_pregunta,neutro,0,0,11,sin_permiso
439,@user_0439,solo alumnos activos del semestre pueden votar #encuesta,explica_regla,neutro,1,0,1346,abstencion
440,@user_0440,hay una lista de quiénes sí votan??,neutro_pregunta,neutro,1,1,741,abstencion
441,@user_0441,solo cuentas verificadas pueden votar pls,explica_regla,neutro,1,1,949,a_favor_de_restringir
442,@user_0442,quiero votar y la plataforma me bloquea pls,queja,negativo,0,0,27,sin_permiso
443,@user_0443,solo cuentas verificadas pueden votar.,explica_regla,neutro,1,1,1020,abrir_voto_a_todos
444,@user_0444,llevo poco tiempo registrado y no me deja votar...,queja,negativo,0,0,21,sin_permiso
445,@user_0445,si eres sospechoso de bot no te dejan votar,explica_regla,neutro,1,1,1427,abstencion
446,@user_0446,el reglamento dice: no todos pueden votar!,explica_regla,neutro,0,0,32,sin_permiso
447,@user_0447,alguien sabe por qué no todos pueden votar.,neutro_pregunta,neutro,0,0,21,sin_permiso
448,@user_0448,por qué no todos pueden votar en esta encuesta...,queja,negativo,0,0,1,sin_permiso
449,@user_0449,si no todos pueden votar la encuesta no es válida #encuesta,queja,negativo,0,0,6,sin_permiso
450,@user_0450,excluir gente del voto es antidemocrático,en_contra_restriccion,negativo,1,1,1049,abrir_voto_a_todos
451,@user_0451,hay que tener correo institucional para votar #encuesta,explica_regla,neutro,0,0,8,sin_permiso
452,@user_0452,yo pago inscripción y no puedo votar absurdo #encuesta,en_contra_restriccion,negativo,1,1,1119,abstencion
453,@user_0453,sin verificación de identidad no hay voto #voto,explica_regla,neutro,1,1,1299,abstencion
454,@user_0454,quiero votar y la plataforma me bloquea??,queja,negativo,0,0,10,sin_permiso
455,@user_0455,si dejan votar a cualquiera manipulan la encuesta!,a_favor_restriccion,positivo,1,0,954,a_favor_de_restringir
456,@user_0456,intenté votar tres veces y me rechaza??,queja,negativo,0,0,2,sin_permiso
457,@user_0457,quiero votar y la plataforma me bloquea??,queja,negativo,0,0,12,sin_permiso
458,@user_0458,hay que tener correo institucional para votar pls,explica_regla,neutro,1,0,520,abstencion
459,@user_0459,soy alumno y aun asi no puedo emitir voto??,queja,negativo,0,0,15,sin_permiso
460,@user_0460,limitar el voto es necesario en este foro,a_favor_restriccion,positivo,1,0,760,a_favor_de_restringir
461,@user_0461,llevo poco tiempo registrado y no me deja votar...,queja,negativo,0,0,14,sin_permiso
462,@user_0462,la restricción de voto protege el resultado pls,a_favor_restriccion,positivo,0,0,16,sin_permiso
463,@user_0463,quiero votar y la plataforma me bloquea,queja,negativo,0,0,6,sin_permiso
464,@user_0464,llevo poco tiempo registrado y no me deja votar #encuesta,queja,negativo,0,0,5,sin_permiso
465,@user_0465,hay una lista de quiénes sí votan,neutro_pregunta,neutro,1,1,587,abstencion
466,@user_0466,quién sí puede votar entonces pls,neutro_pregunta,neutro,1,0,1175,a_favor_de_restringir
467,@user_0467,todos los alumnos deberían poder votar #encuesta,en_contra_restriccion,negativo,1,1,671,abrir_voto_a_todos
468,@user_0468,abrir el voto a todos haría más legítima la encuesta!,en_contra_restriccion,negativo,1,1,968,abrir_voto_a_todos
469,@user_0469,si no todos pueden votar para qué preguntan #encuesta,en_contra_restriccion,negativo,0,0,1,sin_permiso
470,@user_0470,alguien sabe por qué no todos pueden votar.,neutro_pregunta,neutro,1,1,539,abrir_voto_a_todos
471,@user_0471,llevo poco tiempo registrado y no me deja votar.,queja,negativo,0,0,8,sin_permiso
472,@user_0472,cuántos días de cuenta necesito para votar,neutro_pregunta,neutro,0,0,12,sin_permiso
473,@user_0473,hay que tener correo institucional para votar.,explica_regla,neutro,1,1,1011,a_favor_de_restringir
474,@user_0474,por qué no todos pueden votar en esta encuesta #voto,queja,negativo,0,0,21,sin_permiso
475,@user_0475,intenté votar tres veces y me rechaza #voto,queja,negativo,0,0,14,sin_permiso
476,@user_0476,me sale error 403 al intentar votar,queja,negativo,0,0,8,sin_permiso
477,@user_0477,si dejan votar a cualquiera manipulan la encuesta #voto,a_favor_restriccion,positivo,1,1,545,a_favor_de_restringir
478,@user_0478,puedo recuperar el permiso de voto #voto,neutro_pregunta,neutro,1,1,935,abrir_voto_a_todos
479,@user_0479,quiero votar y la plataforma me bloquea #encuesta,queja,negativo,0,0,9,sin_permiso
480,@user_0480,las cuentas nuevas no pueden votar por seguridad??,explica_regla,neutro,1,1,768,abrir_voto_a_todos
481,@user_0481,intenté votar tres veces y me rechaza.,queja,negativo,0,0,23,sin_permiso
482,@user_0482,llevo poco tiempo registrado y no me deja votar,queja,negativo,0,0,9,sin_permiso
483,@user_0483,por qué no todos pueden votar en esta encuesta #voto,queja,negativo,0,0,1,sin_permiso
484,@user_0484,intenté votar tres veces y me rechaza #voto,queja,negativo,0,0,8,sin_permiso
485,@user_0485,quién sí puede votar entonces pls,neutro_pregunta,neutro,0,0,13,sin_permiso
486,@user_0486,si eres sospechoso de bot no te dejan votar??,explica_regla,neutro,0,0,1,sin_permiso
487,@user_0487,me sale error 403 al intentar votar,queja,negativo,0,0,10,sin_permiso
488,@user_0488,si eres sospechoso de bot no te dejan votar #encuesta,explica_regla,neutro,1,1,1309,a_favor_de_restringir
489,@user_0489,intenté votar tres veces y me rechaza,queja,negativo,0,0,31,sin_permiso
490,@user_0490,si dejan votar a cualquiera manipulan la encuesta,a_favor_restriccion,positivo,1,1,888,a_favor_de_restringir
491,@user_0491,si eres sospechoso de bot no te dejan votar!,explica_regla,neutro,1,0,769,abrir_voto_a_todos
492,@user_0492,dónde veo si mi cuenta puede votar,neutro_pregunta,neutro,1,1,1028,abstencion
493,@user_0493,aparece el mensaje: no tienes permiso para votar??,queja,negativo,0,0,12,sin_permiso
494,@user_0494,quiero votar y la plataforma me bloquea,queja,negativo,0,0,12,sin_permiso
495,@user_0495,todos los alumnos deberían poder votar pls,en_contra_restriccion,negativo,1,1,795,abstencion
496,@user_0496,solo alumnos activos del semestre pueden votar #voto,explica_regla,neutro,0,0,1,sin_permiso
497,@user_0497,la regla de no todos pueden votar discrimina #encuesta,en_contra_restriccion,negativo,0,0,12,sin_permiso
498,@user_0498,puedo recuperar el permiso de voto #voto,neutro_pregunta,neutro,1,0,800,abstencion
499,@user_0499,staff y alumnos verificados sí pueden votar.,explica_regla,neutro,1,1,466,abstencion
500,@user_0500,puedo recuperar el permiso de voto pls,neutro_pregunta,neutro,1,1,550,abrir_voto_a_todos
501,@user_0501,por qué no todos pueden votar en esta encuesta #encuesta,queja,negativo,0,0,1,sin_permiso
502,@user_0502,quiero votar y la plataforma me bloquea.,queja,negativo,0,0,5,sin_permiso
503,@user_0503,hay que tener correo institucional para votar #voto,explica_regla,neutro,0,0,17,sin_permiso
504,@user_0504,las cuentas nuevas no pueden votar por seguridad pls,explica_regla,neutro,0,0,13,sin_permiso
505,@user_0505,qué requisitos hay para poder votar.,neutro_pregunta,neutro,1,1,345,abstencion
506,@user_0506,alguien sabe por qué no todos pueden votar??,neutro_pregunta,neutro,1,0,852,a_favor_de_restringir
507,@user_0507,excluir gente del voto es antidemocrático.,en_contra_restriccion,negativo,1,1,832,abstencion
508,@user_0508,no es justo que no todos puedan votar #voto,queja,negativo,0,0,11,sin_permiso
509,@user_0509,quién sí puede votar entonces!,neutro_pregunta,neutro,0,0,17,sin_permiso
510,@user_0510,si eres sospechoso de bot no te dejan votar??,explica_regla,neutro,0,0,9,sin_permiso
511,@user_0511,sin verificación de identidad no hay voto??,explica_regla,neutro,0,0,1,sin_permiso
512,@user_0512,concuerdo: no todos deben poder votar aquí pls,a_favor_restriccion,positivo,1,1,904,a_favor_de_restringir
513,@user_0513,solo alumnos activos del semestre pueden votar.,explica_regla,neutro,1,1,674,abrir_voto_a_todos
514,@user_0514,por qué no todos pueden votar en esta encuesta...,queja,negativo,0,0,9,sin_permiso
515,@user_0515,aparece el mensaje: no tienes permiso para votar,queja,negativo,0,0,10,sin_permiso
516,@user_0516,aparece el mensaje: no tienes permiso para votar #encuesta,queja,negativo,0,0,19,sin_permiso
517,@user_0517,no es justo que no todos puedan votar,queja,negativo,0,0,1,sin_permiso
518,@user_0518,cuántos días de cuenta necesito para votar,neutro_pregunta,neutro,1,1,514,abrir_voto_a_todos
519,@user_0519,el botón de votar está gris qué significa,neutro_pregunta,neutro,0,0,11,sin_permiso
520,@user_0520,sin filtro de voto gana quien tenga más bots,a_favor_restriccion,positivo,1,1,1,abstencion
521,@user_0521,esto silencia a los de nuevo ingreso #voto,en_contra_restriccion,negativo,1,0,1209,abstencion
522,@user_0522,hay una lista de quiénes sí votan #voto,neutro_pregunta,neutro,1,1,1194,abstencion
523,@user_0523,quién sí puede votar entonces pls,neutro_pregunta,neutro,0,0,9,sin_permiso
524,@user_0524,no es justo que no todos puedan votar #voto,queja,negativo,0,0,3,sin_permiso
525,@user_0525,apoyo que solo voten cuentas verificadas #encuesta,a_favor_restriccion,positivo,1,1,945,abstencion
526,@user_0526,dónde veo si mi cuenta puede votar...,neutro_pregunta,neutro,1,1,1215,abstencion
527,@user_0527,quiero votar y la plataforma me bloquea??,queja,negativo,0,0,13,sin_permiso
528,@user_0528,quitar la restricción ya.,en_contra_restriccion,negativo,1,1,1276,abrir_voto_a_todos
529,@user_0529,alguien sabe por qué no todos pueden votar,neutro_pregunta,neutro,1,1,738,abstencion
530,@user_0530,dice que mi cuenta no tiene permiso para votar,queja,negativo,0,0,6,sin_permiso
531,@user_0531,el botón de votar está gris qué significa...,neutro_pregunta,neutro,1,1,770,abstencion
532,@user_0532,la regla de no todos pueden votar discrimina,en_contra_restriccion,negativo,1,1,904,abrir_voto_a_todos
533,@user_0533,aparece el mensaje: no tienes permiso para votar.,queja,negativo,0,0,8,sin_permiso
534,@user_0534,esto silencia a los de nuevo ingreso...,en_contra_restriccion,negativo,0,0,13,sin_permiso
535,@user_0535,hay que tener correo institucional para votar...,explica_regla,neutro,0,0,21,sin_permiso
536,@user_0536,solo alumnos activos del semestre pueden votar #voto,explica_regla,neutro,1,1,779,a_favor_de_restringir
537,@user_0537,quitar la restricción ya,en_contra_restriccion,negativo,1,0,854,abrir_voto_a_todos
538,@user_0538,está bien que no todos puedan votar así evitan bots??,a_favor_restriccion,positivo,0,0,4,sin_permiso
